iter	Logloss
397	0.5041095023
398	0.503903935
399	0.5036852658
400	0.5035133117
401	0.5032713217
402	0.5030408165
403	0.5028366772
404	0.5026648004
405	0.5024270826
406	0.5022451796
407	0.5020857985
408	0.5018015984
409	0.5016023685
410	0.5013264199
411	0.50097832
412	0.5007544557
413	0.5005326195
414	0.5003132479
415	0.5000624669
416	0.4998265956
417	0.4996640167
418	0.4994833728
419	0.4992479864
420	0.4990361232
421	0.4988358348
422	0.4986412127
423	0.4984147311
424	0.498102103
425	0.4977750991
426	0.4975523776
427	0.4973614716
428	0.4971612981
429	0.4969288137
430	0.4967144745
431	0.4964815847
432	0.4962434329
433	0.4960500579
434	0.4958128562
435	0.4955833734
436	0.4953696783
437	0.4951177855
438	0.4948576485
439	0.4946352003
440	0.4943478702
441	0.4940779322
442	0.4937860668
443	0.4934464632
444	0.4931985507
445	0.4929239461
446	0.4927332591
447	0.4924994425
448	0.4922190705
449	0.4919101922
450	0.4917188433
451	0.4915100806
452	0.4912734881
453	0.4910399282
454	0.4908845507
455	0.4906093879
456	0.4903454799
457	0.490144796
458	0.489944473
459	0.4898021022
460	0.4895356516
461	0.4893153149
462	0.4891325661
463	0.4889245865
464	0.4887511873
465	0.4885477027
466	0.4883270907
467	0.4881469299
468	0.4879227988
469	0.4876319976
470	0.4873666653
471	0.4871622636
472	0.4869456886
473	0.4867598461
474	0.4865887462
475	0.486389966
476	0.4861400435
477	0.4859322346
478	0.4857490318
479	0.4855137737
480	0.4852548949
481	0.4850867668
482	0.4849059335
483	0.4847136891
484	0.484530602
485	0.484290565
486	0.4841007006
487	0.4838841479
488	0.4836918727
489	0.4835178772
490	0.4832714763
491	0.4830630345
492	0.482866478
493	0.4826587178
494	0.4823925029
495	0.4821441584
496	0.4819412493
497	0.4816605119
498	0.481447279
499	0.4812616176
500	0.4810897646
501	0.4808304075
502	0.4805698131
503	0.48035177
504	0.48009806
505	0.4799050673
506	0.4797231878
507	0.4794809073
508	0.4792674767
509	0.4790433626
510	0.4788441854
511	0.4786583904
512	0.4784088434
513	0.478180485
514	0.4779769941
515	0.4778093701
516	0.4775150692
517	0.4773465502
518	0.4771553764
519	0.4769353527
520	0.4767042871
521	0.4765091507
522	0.4763249768
523	0.4760796316
524	0.4759195306
525	0.4757475742
526	0.4754734481
527	0.4752508389
528	0.4750458276
529	0.4748347072
530	0.4746583558
531	0.4743814961
532	0.4741424256
533	0.4739360494
534	0.4736885475
535	0.4735299357
536	0.473300572
537	0.4731504072
538	0.4729474632
539	0.4727262428
540	0.4725799841
541	0.4723690456
542	0.472179458
543	0.4720182963
544	0.4718231711
545	0.4715883052
546	0.4714087328
547	0.4712394659
548	0.4710594528
549	0.4708547132
550	0.4706180571
551	0.470406934
552	0.4702274483
553	0.4700793127
554	0.4698624961
555	0.4697085104
556	0.4695742859
557	0.4694371189
558	0.4691908278
559	0.4690260476
560	0.4687755005
561	0.4685892583
562	0.4683341974
563	0.4681352102
564	0.4679373753
565	0.46774594
566	0.4676094392
567	0.4674422354
568	0.4672495117
569	0.4670757577
570	0.4669006683
571	0.4667366815
572	0.4665168023
573	0.4663954848
574	0.4662149128
575	0.4659972554
576	0.4657976019
577	0.4656486232
578	0.465445253
579	0.4652742078
580	0.4650684342
581	0.4649376128
582	0.4647683016
583	0.4645667163
584	0.4643899767
585	0.4641722771
586	0.4639400049
587	0.4637163785
588	0.4635343339
589	0.4633493355
590	0.4631936529
591	0.4630145111
592	0.4628130202
593	0.4625534276
594	0.4624120189
595	0.4622266148
596	0.4620716274
597	0.4618819726
598	0.4616712534
599	0.4614842535
600	0.4613070929
601	0.4611157742
602	0.4609302361
603	0.4606987434
604	0.4605358004
605	0.4603560622
606	0.4601768233
607	0.459984428
608	0.459780875
609	0.459604204
610	0.4594421134
611	0.4592351662
612	0.4590786964
613	0.4589477011
614	0.4586912897
615	0.4585565148
616	0.4583988192
617	0.4582175421
618	0.4580488151
619	0.4578646086
620	0.4576735472
621	0.4575027754
622	0.4573402158
623	0.4571481695
624	0.4569350062
625	0.4567357455
626	0.4566030832
627	0.4563999791
628	0.4561906554
629	0.4560118636
630	0.4558368617
631	0.4556727571
632	0.4554661066
633	0.4553311182
634	0.455109354
635	0.4549512217
636	0.454820259
637	0.4546825632
638	0.4545352087
639	0.4544382549
640	0.4542604804
641	0.454099782
642	0.4539108076
643	0.4537481096
644	0.4535249718
645	0.4533047113
646	0.4531044637
647	0.4529743424
648	0.4528171784
649	0.4526898457
650	0.4525286735
651	0.4523095581
652	0.4521912161
653	0.4520011599
654	0.4518352867
655	0.4516416143
656	0.4514715897
657	0.4513014746
658	0.4511646479
659	0.4510090755
660	0.4508362911
661	0.450659606
662	0.4504916813
663	0.4503188647
664	0.4502123762
665	0.450055782
666	0.4498500153
667	0.4496875979
668	0.4495268698
669	0.4493325531
670	0.4491972063
671	0.4490440456
672	0.4488355256
673	0.4485903417
674	0.4484368793
675	0.4482190963
676	0.4480579945
677	0.4479183215
678	0.4477544245
679	0.4476294537
680	0.4474712974
681	0.4473250519
682	0.4471773957
683	0.447000458
684	0.4469199271
685	0.4466490372
686	0.4465635846
687	0.4464598667
688	0.4462712718
689	0.446150618
690	0.4459956615
691	0.4457676025
692	0.4456320773
693	0.4454974005
694	0.4453126058
695	0.445122948
696	0.4449422184
697	0.4447892674
698	0.4446592611
699	0.4444685531
700	0.4443041569
701	0.4441405542
702	0.4439836797
703	0.4438048863
704	0.4436500583
705	0.4434917307
706	0.4433175926
707	0.4431577499
708	0.4430258672
709	0.4429374539
710	0.4427737257
711	0.4426066108
712	0.442464278
713	0.442238067
714	0.4420945166
715	0.4419262148
716	0.4417283119
717	0.4415362192
718	0.4413912749
719	0.4412325619
720	0.4410410077
721	0.4408717945
722	0.4406864786
723	0.4405265733
724	0.4403308901
725	0.4402186544
726	0.4401010498
727	0.4400169637
728	0.4398035974
729	0.439661939
730	0.4394895019
731	0.4392950656
732	0.4392417465
733	0.4391047084
734	0.438922883
735	0.438758125
736	0.4386120234
737	0.4384272928
738	0.4382443892
739	0.4380700272
740	0.4379574888
741	0.4378383484
742	0.4377012347
743	0.4376162349
744	0.4374029597
745	0.4372550934
746	0.4371026331
747	0.4369570995
748	0.4368212535
749	0.4366464981
750	0.4365364858
751	0.4363329657
752	0.436204244
753	0.4360965322
754	0.4359487339
755	0.4357975125
756	0.4356449529
757	0.4355020305
758	0.4353151521
759	0.4351628526
760	0.4350252556
761	0.4348534284
762	0.4346711614
763	0.4345692859
764	0.4344449313
765	0.4342761879
766	0.4341333909
767	0.4339618547
768	0.4338587864
769	0.4337407234
770	0.4336249693
771	0.4334645115
772	0.4332625413
773	0.4331762204
774	0.4330624123
775	0.4329230098
776	0.4327518191
777	0.4326299118
778	0.432491392
779	0.4323230418
780	0.4322683237
781	0.4321098113
782	0.4319563077
783	0.4318046067
784	0.4316946944
785	0.4315800005
786	0.4314461024
787	0.4312455747
788	0.4311070981
789	0.4309287189
790	0.4307455542
791	0.4305645301
792	0.4303476239
793	0.4302073481
794	0.4300522401
795	0.4299011573
796	0.429769451
797	0.4296149913
798	0.4294593119
799	0.4292909597
800	0.4291301028
801	0.4289967286
802	0.4289271958
803	0.4287970874
804	0.4286702289
805	0.4285160823
806	0.4284174974
807	0.4283053234
808	0.4281914118
809	0.4280387603
810	0.4279427327
811	0.4278101295
812	0.4276392492
813	0.4274850025
814	0.4273493231
815	0.4271794984
816	0.4270731764
817	0.4269215001
818	0.4267574304
819	0.4266558218
820	0.4265629541
821	0.4264211417
822	0.4262286407
823	0.4260786546
824	0.4259725363
825	0.4258184599
826	0.4256424821
827	0.4255384545
828	0.425374501
829	0.4252263781
830	0.42508091
831	0.4249899969
832	0.4248150883
833	0.4246841906
834	0.4245477005
835	0.4243893244
836	0.4242164665
837	0.4241275016
838	0.4240360684
839	0.4239166161
840	0.4237620438
841	0.4236694995
842	0.4235436133
843	0.4233915883
844	0.423244705
845	0.4231390215
846	0.4230201231
847	0.4229247552
848	0.4227495698
849	0.4226637817
850	0.4224883779
851	0.4223558298
852	0.4222310287
853	0.4220449507
854	0.4218856934
855	0.4217195297
856	0.421584334
857	0.4214244991
858	0.4212727305
859	0.4211634655
860	0.4209721329
861	0.4209009832
862	0.4208487509
863	0.4207510092
864	0.420654816
865	0.4205551978
866	0.4204796258
867	0.4203581427
868	0.4202502207
869	0.4201082576
870	0.4199889213
871	0.4199322595
872	0.4197975638
873	0.4196306608
874	0.4195434259
875	0.4194270051
876	0.4193379599
877	0.4192218462
878	0.4191130486
879	0.4189953017
880	0.4188274578
881	0.4186957403
882	0.4185801977
883	0.4184663192
884	0.4182976551
885	0.4181407157
886	0.41799129
887	0.4178594455
888	0.4176941771
889	0.4175421276
890	0.4173960839
891	0.4172809313
892	0.4171313075
893	0.4169826208
894	0.4168550124
895	0.4167147726
896	0.4165475569
897	0.4164114702
898	0.4162515563
899	0.4161121428
900	0.4159681382
901	0.4158525643
902	0.4157306974
903	0.4156066499
904	0.415486584
905	0.4153969933
906	0.4152849462
907	0.4152169187
908	0.4150730804
909	0.4149348981
910	0.4148036429
911	0.4146865387
912	0.4145365634
913	0.4144087034
914	0.4143323132
915	0.4142643875
916	0.4141801766
917	0.4140385166
918	0.413909803
919	0.4137841949
920	0.4136164754
921	0.4134617494
922	0.4134312108
923	0.4133089282
924	0.4131955976
925	0.4130782937
926	0.4129400978
927	0.4128220035
928	0.4127895031
929	0.4126861444
930	0.4125824287
931	0.4124451652
932	0.4123928551
933	0.4122638267
934	0.4121621012
935	0.4121245651
936	0.4120107429
937	0.4118799601
938	0.411797374
939	0.4116653182
940	0.4115653954
941	0.4114359462
942	0.4112858075
943	0.411166537
944	0.4110523514
945	0.4109599695
946	0.410804258
947	0.4106899554
948	0.4105237316
949	0.4104462085
950	0.4103978028
951	0.4102506679
952	0.4101046174
953	0.4099978322
954	0.4098823213
955	0.4097766447
956	0.409642022
957	0.4095485462
958	0.4094343637
959	0.4093010085
960	0.4092228065
961	0.40911681
962	0.408982364
963	0.4089226484
964	0.4087671476
965	0.4086861626
966	0.4085676322
967	0.4084640076
968	0.4083607152
969	0.4082786748
970	0.4081610133
971	0.4080287168
972	0.4079111555
973	0.4077487973
974	0.4076595276
975	0.407573146
976	0.4074589649
977	0.4073140041
978	0.407199908
979	0.407037224
980	0.406915497
981	0.4068746431
982	0.4067490018
983	0.4066136422
984	0.4065228241
985	0.4063755421
986	0.4062782612
987	0.4061726466
988	0.4060419102
989	0.4059455938
990	0.4058726251
991	0.4057354571
992	0.4057100413
993	0.4055987205
994	0.4054762582
995	0.4053784781
996	0.4052352712
997	0.4051117215
998	0.4050299159
999	0.4050015492
