iter	Logloss
133	0.5750295894
134	0.5746619508
135	0.5741934709
136	0.5738877753
137	0.5735516164
138	0.5732018427
139	0.5728923945
140	0.5724936455
141	0.5720621747
142	0.571673099
143	0.5712082687
144	0.5707582535
145	0.5703859829
146	0.5700899602
147	0.5697625955
148	0.5693435496
149	0.5690141695
150	0.5686165327
151	0.5682475178
152	0.5678602751
153	0.5674433655
154	0.5670020169
155	0.5664822405
156	0.5660539826
157	0.5657205417
158	0.5653533483
159	0.5648957867
160	0.5645709504
161	0.5642349937
162	0.5638698406
163	0.5636762052
164	0.5633930898
165	0.5631093188
166	0.5628316661
167	0.5624909594
168	0.5621706743
169	0.5619589445
170	0.5615134384
171	0.561270667
172	0.5609659532
173	0.560688301
174	0.5604431086
175	0.5600952786
176	0.5598497857
177	0.5596739041
178	0.5595102105
179	0.5590987368
180	0.5587248693
181	0.5582498537
182	0.5579688399
183	0.5575953315
184	0.5572543025
185	0.5569599058
186	0.5565575372
187	0.5563437512
188	0.5559557897
189	0.5556836425
190	0.5552417278
191	0.5549903931
192	0.5546701243
193	0.5543471955
194	0.5541506128
195	0.5538582114
196	0.5533990361
197	0.5531021931
198	0.5527796492
199	0.5524478645
200	0.5521287587
201	0.551889727
202	0.5516329687
203	0.5513069799
204	0.5509879196
205	0.5506955391
206	0.5504181445
207	0.5501410476
208	0.5499180942
209	0.5496739415
210	0.5494353704
211	0.5491141317
212	0.5489312096
213	0.5487626844
214	0.5485835851
215	0.5483399201
216	0.5481079213
217	0.5478613081
218	0.547576205
219	0.5472589329
220	0.5469592829
221	0.5466666223
222	0.5462806809
223	0.5459606663
224	0.5456742331
225	0.5454678374
226	0.5452160618
227	0.5449456471
228	0.544649942
229	0.5442959561
230	0.5440603624
231	0.5437346155
232	0.5434457928
233	0.5432183688
234	0.5430075414
235	0.5428191753
236	0.5425093866
237	0.5422667519
238	0.5418115165
239	0.5415026925
240	0.5411227483
241	0.5407710702
242	0.5405110257
243	0.5402446104
244	0.5398996409
245	0.5396437774
246	0.5393615856
247	0.5391411542
248	0.5389005539
249	0.5387272157
250	0.538562796
251	0.5382813651
252	0.5380174867
253	0.5376712454
254	0.5374591217
255	0.5372400082
256	0.5369113718
257	0.5367280068
258	0.536499293
259	0.5362774751
260	0.5360420382
261	0.5357906363
262	0.5355156693
263	0.5353138176
264	0.5351127553
265	0.5348840682
266	0.5346460136
267	0.5344822042
268	0.5342951522
269	0.53414597
270	0.5339639226
271	0.53378402
272	0.533569218
273	0.5333595628
274	0.5331382741
275	0.5329162857
276	0.5326965239
277	0.5324583452
278	0.5322062403
279	0.5319915498
280	0.5317907691
281	0.5316060506
282	0.5313855314
283	0.531032875
284	0.5308168198
285	0.5305727096
286	0.5304388408
287	0.5302532923
288	0.5300337307
289	0.5298985318
290	0.5296539756
291	0.5294143949
292	0.5291511326
293	0.5289147372
294	0.5286564026
295	0.5284178074
296	0.5282344787
297	0.5279595632
298	0.5275588586
299	0.5273232306
300	0.5270630194
301	0.5268467997
302	0.526700781
303	0.5264979257
304	0.5262038979
305	0.5259863378
306	0.5257611611
307	0.5255814562
308	0.525331676
309	0.5250393
310	0.5247229949
311	0.5244470764
312	0.5242404408
313	0.5240030398
314	0.5237973491
315	0.5234928151
316	0.523356896
317	0.5231326826
318	0.5228980537
319	0.5226857587
320	0.5223865346
321	0.5222490623
322	0.5220102297
323	0.5218035382
324	0.5216167345
325	0.5213386415
326	0.5211985706
327	0.5210503174
328	0.5207675765
329	0.5206151835
330	0.5203477963
331	0.5200998722
332	0.5199337007
333	0.5197969952
334	0.5195509657
335	0.519324808
336	0.5190643855
337	0.5188788152
338	0.5185780428
339	0.5183408403
340	0.5181414718
341	0.5179191544
342	0.517695722
343	0.5174254114
344	0.5172570432
345	0.5170725143
346	0.5168428827
347	0.5165177409
348	0.5163358185
349	0.5160741233
350	0.5158438673
351	0.5156152501
352	0.5153503127
353	0.5151056764
354	0.5149460824
355	0.5147753449
356	0.5144873697
357	0.5143026392
358	0.5140680912
359	0.5138004167
360	0.5136359539
361	0.5134091154
362	0.5131441168
363	0.5129613892
364	0.512719576
365	0.5125103599
366	0.5122814443
367	0.5120711096
368	0.5118606006
369	0.5117027705
370	0.5115129331
371	0.5113462658
372	0.5111433074
373	0.510802478
374	0.5105325652
375	0.5103583293
376	0.5101162034
377	0.5099027316
378	0.5097402624
379	0.5094019881
380	0.5092331441
381	0.5090296884
382	0.5088735374
383	0.5086321357
384	0.5084208991
385	0.5081976729
386	0.5079538111
387	0.5077088437
388	0.5074384559
389	0.5071415179
390	0.5068874322
391	0.5066470434
392	0.5064326188
393	0.5062110432
394	0.5060096753
395	0.505817683
396	0.5055982418
397	0.50538112
398	0.5051655869
399	0.5049573171
400	0.5047537714
401	0.5045042236
402	0.5042859316
403	0.5039432718
404	0.503765478
405	0.5035577167
406	0.503337356
407	0.5031277951
408	0.5028728974
409	0.5027100889
410	0.5024974047
411	0.5022953392
412	0.501956898
413	0.5017256397
414	0.5015065739
415	0.5012630836
416	0.5010661727
417	0.500904205
418	0.5006116922
419	0.5003702246
420	0.5001666978
421	0.4999547358
422	0.4996435103
423	0.4994811995
424	0.4992364206
425	0.498964471
426	0.4987753279
427	0.4985984566
428	0.4983165869
429	0.4980958902
430	0.4979098034
431	0.4977023556
432	0.4975323378
433	0.4973067655
434	0.4970948577
435	0.4968758573
436	0.4966499844
437	0.4964370425
438	0.4962567864
439	0.4960006179
440	0.4958395177
441	0.4955425275
442	0.4952993355
443	0.4950214976
444	0.4947679885
445	0.494528736
446	0.4942792878
447	0.4940892857
448	0.4938294466
449	0.4935938717
450	0.4933822355
451	0.493120032
452	0.4928572292
453	0.4926185081
454	0.4924136193
455	0.4921703517
456	0.4919287553
457	0.4917334273
458	0.4914727174
459	0.4912997541
460	0.4910770746
461	0.490852548
462	0.4905799209
463	0.4903539386
464	0.4900145104
465	0.4897855278
466	0.4895920295
467	0.4893786034
468	0.4891765652
469	0.4889601057
470	0.4887467942
471	0.4885682545
472	0.4883946189
473	0.4881747321
474	0.4879567739
475	0.4877239105
476	0.4874612633
477	0.4872750864
478	0.4870888994
479	0.4867856259
480	0.4864944938
481	0.4862790532
482	0.4859849475
483	0.4858282817
484	0.4855667127
485	0.4853626109
486	0.4850593502
487	0.4848072946
488	0.4845161663
489	0.4843225296
490	0.4841148731
491	0.4839179495
492	0.4836067834
493	0.483332386
494	0.4830942708
495	0.4829121417
496	0.4827231863
497	0.4825751787
498	0.4823496554
499	0.4821570151
500	0.4819711967
501	0.4818037639
502	0.4815882377
503	0.4813543906
504	0.4811237684
505	0.4809348934
506	0.4806968256
507	0.4805231744
508	0.4803372163
509	0.4801208168
510	0.4799390481
511	0.4797102207
512	0.479435579
513	0.4791583015
514	0.4789414039
515	0.478690632
516	0.4784759745
517	0.4782878432
518	0.4780720907
519	0.4778293684
520	0.4775869859
521	0.477420027
522	0.4772570589
523	0.4770286835
524	0.4767635891
525	0.4765290206
526	0.4762715937
527	0.4760903738
528	0.4759040827
529	0.4757352155
530	0.4755265767
531	0.475310764
532	0.4751136128
533	0.4749087965
534	0.4746977242
535	0.4745241194
536	0.4743390895
537	0.4741242908
538	0.4739690561
539	0.4737329043
540	0.4734935054
541	0.4732494345
542	0.4730628161
543	0.4728709945
544	0.4727038794
545	0.4725127265
546	0.4723017827
547	0.4720895616
548	0.4718931911
549	0.4717225947
550	0.4715472859
551	0.471395583
552	0.4712037772
553	0.4710161875
554	0.4708534592
555	0.4706219038
556	0.4703926367
557	0.4701205445
558	0.4699069909
559	0.4697909782
560	0.4695767099
561	0.4693805623
562	0.4692275341
563	0.469053035
564	0.468881618
565	0.4685970265
566	0.4684504937
567	0.4683294698
568	0.4682078881
569	0.4680223575
570	0.4678544679
571	0.4676716766
572	0.4674402252
573	0.467250463
574	0.4670816926
575	0.466867766
576	0.4666811899
577	0.4665412507
578	0.4663711465
579	0.4661576813
580	0.4659304666
581	0.465735134
582	0.4655275242
583	0.465368111
584	0.4651423394
585	0.4649996714
586	0.4647569218
587	0.4645205045
588	0.4643025699
589	0.4641172001
590	0.4638810695
591	0.4637393377
592	0.46358889
593	0.4634407781
594	0.4632289134
595	0.4629970304
596	0.4628181386
597	0.4626360677
598	0.4624038511
599	0.4622047757
600	0.4620023674
601	0.4618387767
602	0.4616445722
603	0.4615149904
604	0.4614116459
605	0.4612714547
606	0.4610593542
607	0.4609021447
608	0.4607541849
609	0.460544109
610	0.4603693516
611	0.4601701373
612	0.4599606481
613	0.4598031412
614	0.4596430728
615	0.4594585572
616	0.4592403227
617	0.4591257362
618	0.4589296908
619	0.4587192057
620	0.4585230976
621	0.4583671521
622	0.4581983346
623	0.4580233019
624	0.4578343675
625	0.4576424965
626	0.45743356
627	0.4573048848
628	0.4571307643
629	0.4570077544
630	0.4568289677
631	0.4566374048
632	0.4564417279
633	0.4562958071
634	0.4561008239
635	0.4559569445
636	0.4558204237
637	0.4556152877
638	0.4554353198
639	0.4552522514
640	0.4550715707
641	0.4549468228
642	0.4547201597
643	0.4545049856
644	0.4543537186
645	0.4542365905
646	0.4541086385
647	0.4539469154
648	0.4537598473
649	0.4535545203
650	0.4533750175
651	0.4532099721
652	0.4530861639
653	0.452858754
654	0.4527585527
655	0.4525984034
656	0.4524434713
657	0.452280077
658	0.4521215506
659	0.4519103487
660	0.4517437966
661	0.4515866604
662	0.4513277073
663	0.4511991096
664	0.4510269792
665	0.4508112924
666	0.4506711934
667	0.4505395767
668	0.4503670284
669	0.4501969266
670	0.4500334708
671	0.4498842243
672	0.4496696482
673	0.4494545805
674	0.4492861361
675	0.4490728939
676	0.4488766963
677	0.4486384508
678	0.4484730347
679	0.4482948016
680	0.4481061922
681	0.4479505942
682	0.4478549454
683	0.4477467149
684	0.447597326
685	0.4474197906
686	0.4472241297
687	0.4470535421
688	0.446851588
689	0.4467142428
690	0.4465363582
691	0.4463497466
692	0.4461962269
693	0.4460361788
694	0.445942621
695	0.4457220457
696	0.4455467493
697	0.4453783046
698	0.4452177711
699	0.4450869482
700	0.4449171503
701	0.444779527
702	0.4446011277
703	0.4443968217
704	0.4442941124
705	0.4441289675
706	0.4440159471
707	0.4438944614
708	0.4436824829
709	0.4434828518
710	0.443298913
711	0.4431130627
712	0.4428936787
713	0.4426977639
714	0.4425739472
715	0.4425093882
716	0.4423552297
717	0.4422142067
718	0.4420663452
719	0.4418954894
720	0.4417581772
721	0.4415740882
722	0.4414533314
723	0.4412784795
724	0.4410403287
725	0.4408602924
726	0.440672715
727	0.4405180279
728	0.4403578852
729	0.4402014428
730	0.4400511356
731	0.4399447466
732	0.4397795471
733	0.4396072697
734	0.4393933692
735	0.4392037583
736	0.4390471929
737	0.438887495
738	0.4386937252
739	0.4385681823
740	0.4384357089
741	0.438271018
742	0.4381712787
743	0.438017867
744	0.4378582267
745	0.4376704009
746	0.4375028175
747	0.4373529953
748	0.4371619556
749	0.4370145669
750	0.4368155872
751	0.4366671276
752	0.4365516245
753	0.4364271492
754	0.4363027319
755	0.4361693022
756	0.4360155415
757	0.4358134733
758	0.4356928799
759	0.4356024763
760	0.4354236551
761	0.4352928841
762	0.4351432064
763	0.4349984731
764	0.434880248
765	0.4346719963
766	0.4345120599
767	0.4343877987
768	0.4342486525
769	0.4341061431
770	0.4339792351
771	0.4338887238
772	0.4337263598
773	0.4335689418
774	0.4334157275
775	0.4332772391
776	0.4330841429
777	0.4329260624
778	0.4326817025
779	0.4325298056
780	0.4323950754
781	0.432235909
782	0.4321252618
783	0.4319511708
784	0.431834885
785	0.4316527325
786	0.4315683916
787	0.4314421183
788	0.4312755649
789	0.4311494885
790	0.4310510141
791	0.4308633407
792	0.4306997835
793	0.4305420864
794	0.4304241526
795	0.4302916386
796	0.4301554769
797	0.4299778723
798	0.4298054651
799	0.4297261606
800	0.4295731565
801	0.4294041724
802	0.4292708419
803	0.4291938294
804	0.4290381319
805	0.4288741608
806	0.4287316367
807	0.4286257563
808	0.4284742925
809	0.428361146
810	0.4282182474
811	0.4280550226
812	0.4278978529
813	0.42781629
814	0.4276874248
815	0.4275690743
816	0.4273785108
817	0.4272515683
818	0.4271173267
819	0.4269906083
820	0.4268619967
821	0.4267144512
822	0.4265496889
823	0.426462459
824	0.4263135428
825	0.4261913393
826	0.426059551
827	0.4259076504
828	0.4257828111
829	0.425657084
830	0.4255564883
831	0.4254306234
832	0.4252634924
833	0.4251255315
834	0.425060531
835	0.4249548764
836	0.4247948326
837	0.4247494727
838	0.4246038442
839	0.4244599571
840	0.4243189702
841	0.424220729
842	0.4240758625
843	0.4238471142
844	0.4236940406
845	0.4235505747
846	0.4234214605
847	0.423325103
848	0.4231941775
849	0.4230698379
850	0.4229041122
851	0.422826054
852	0.4226952353
853	0.4225447483
854	0.4224073166
855	0.4223298705
856	0.4222370444
857	0.4221958236
858	0.4220720648
859	0.4219745668
860	0.4218236124
861	0.4217288017
862	0.4215850445
863	0.421516414
864	0.421346055
865	0.4211782544
866	0.4210314115
867	0.4209346916
868	0.4207723503
869	0.4206597423
870	0.4205333428
871	0.4204143791
872	0.4202898275
873	0.420168525
874	0.4200673821
875	0.4198981693
876	0.4197566023
877	0.4196290931
878	0.4195382713
879	0.4193739536
880	0.4192138169
881	0.4190382383
882	0.4189304058
883	0.4188585144
884	0.4187342559
885	0.4186790237
886	0.4185769612
887	0.4184243299
888	0.4183694853
889	0.418235039
890	0.4180787731
891	0.4179573616
892	0.4177929965
893	0.4177468545
894	0.4175606365
895	0.4174068891
896	0.4172614557
897	0.4171177835
898	0.4170067635
899	0.4168839737
900	0.4167576926
901	0.4166374514
902	0.4164626958
903	0.4163239979
904	0.4161892979
905	0.4160857841
906	0.4159156334
907	0.4157737283
908	0.4156071476
909	0.4154963023
910	0.4153898449
911	0.4153301403
912	0.415210119
913	0.4150717078
914	0.4149594235
915	0.4149019425
916	0.4147784049
917	0.4146529384
918	0.4145403401
919	0.4143566664
920	0.4142952869
921	0.4141726274
922	0.4140518523
923	0.4139937935
924	0.4138603543
925	0.4137455585
926	0.413640715
927	0.4135244597
928	0.4133577378
929	0.4132617663
930	0.4131201521
931	0.4130232007
932	0.4128942965
933	0.4127723593
934	0.4126422206
935	0.4125616457
936	0.4124232957
937	0.4122978654
938	0.4121775673
939	0.4120739415
940	0.411934688
941	0.4118161539
942	0.4117089872
943	0.4115555653
944	0.4114312913
945	0.4113034651
946	0.4111582793
947	0.4110484441
948	0.4109077509
949	0.4107900081
950	0.4106884256
951	0.410551611
952	0.4104737414
953	0.4104023576
954	0.4103001861
955	0.4101953123
956	0.4100727556
957	0.4099585123
958	0.4098590626
959	0.4097521476
960	0.4096003367
961	0.4094909031
962	0.4093648471
963	0.4092197046
964	0.4090630275
965	0.4089363785
966	0.4088751134
967	0.408729397
968	0.4085685423
969	0.4084797056
970	0.408375771
971	0.4082846798
972	0.4082170738
973	0.4080940621
974	0.4079571468
975	0.4077799518
976	0.4076691083
977	0.4075320332
978	0.4074504343
979	0.4073545344
980	0.4072221024
981	0.4071196267
982	0.4069976501
983	0.4068724956
984	0.4067461876
985	0.4066028986
986	0.4064518749
987	0.4063155311
988	0.406136318
989	0.4060050614
990	0.4058864579
991	0.4057491758
992	0.4055965034
993	0.4054862829
994	0.4053460881
995	0.4052495079
996	0.4051312836
997	0.4050736466
998	0.4049636449
999	0.4048374489
